Region,ContracType,FY,CY,Month,Interval_date,period_30,Scenario,price_real_$,base_dwp,solar_dwp,wind_dwp
Green,Green,2044,2044,1,1/01/2044,all,Central,1.1,100%,0%,0%
Green,Green,2044,2044,2,1/02/2044,all,Central,1.1,100%,0%,0%
Green,Green,2044,2044,3,1/03/2044,all,Central,1.1,100%,0%,0%
Green,Green,2044,2044,4,1/04/2044,all,Central,1.1,100%,0%,0%
Green,Green,2044,2044,5,1/05/2044,all,Central,1.1,100%,0%,0%
Green,Green,2044,2044,6,1/06/2044,all,Central,1.1,100%,0%,0%
Green,Green,2045,2044,7,1/07/2044,all,Central,1.1,100%,0%,0%
Green,Green,2045,2044,8,1/08/2044,all,Central,1.1,100%,0%,0%
Green,Green,2045,2044,9,1/09/2044,all,Central,1.1,100%,0%,0%
Green,Green,2045,2044,10,1/10/2044,all,Central,1.1,100%,0%,0%
Green,Green,2045,2044,11,1/11/2044,all,Central,1.1,100%,0%,0%
Green,Green,2045,2044,12,1/12/2044,all,Central,1.1,100%,0%,0%
Green,Green,2045,2045,1,1/01/2045,all,Central,1.1,100%,0%,0%
Green,Green,2045,2045,2,1/02/2045,all,Central,1.1,100%,0%,0%
Green,Green,2045,2045,3,1/03/2045,all,Central,1.1,100%,0%,0%
Green,Green,2045,2045,4,1/04/2045,all,Central,1.1,100%,0%,0%
Green,Green,2045,2045,5,1/05/2045,all,Central,1.1,100%,0%,0%
Green,Green,2045,2045,6,1/06/2045,all,Central,1.1,100%,0%,0%
Green,Green,2046,2045,7,1/07/2045,all,Central,1.1,100%,0%,0%
Green,Green,2046,2045,8,1/08/2045,all,Central,1.1,100%,0%,0%
Green,Green,2046,2045,9,1/09/2045,all,Central,1.1,100%,0%,0%
Green,Green,2046,2045,10,1/10/2045,all,Central,1.1,100%,0%,0%
Green,Green,2046,2045,11,1/11/2045,all,Central,1.1,100%,0%,0%
Green,Green,2046,2045,12,1/12/2045,all,Central,1.1,100%,0%,0%
Green,Green,2046,2046,1,1/01/2046,all,Central,1.1,100%,0%,0%
Green,Green,2046,2046,2,1/02/2046,all,Central,1.1,100%,0%,0%
Green,Green,2046,2046,3,1/03/2046,all,Central,1.1,100%,0%,0%
Green,Green,2046,2046,4,1/04/2046,all,Central,1.1,100%,0%,0%
Green,Green,2046,2046,5,1/05/2046,all,Central,1.1,100%,0%,0%
Green,Green,2046,2046,6,1/06/2046,all,Central,1.1,100%,0%,0%
Green,Green,2047,2046,7,1/07/2046,all,Central,1.1,100%,0%,0%
Green,Green,2047,2046,8,1/08/2046,all,Central,1.1,100%,0%,0%
Green,Green,2047,2046,9,1/09/2046,all,Central,1.1,100%,0%,0%
Green,Green,2047,2046,10,1/10/2046,all,Central,1.1,100%,0%,0%
Green,Green,2047,2046,11,1/11/2046,all,Central,1.1,100%,0%,0%
Green,Green,2047,2046,12,1/12/2046,all,Central,1.1,100%,0%,0%
Green,Green,2047,2047,1,1/01/2047,all,Central,1.1,100%,0%,0%
Green,Green,2047,2047,2,1/02/2047,all,Central,1.1,100%,0%,0%
Green,Green,2047,2047,3,1/03/2047,all,Central,1.1,100%,0%,0%
Green,Green,2047,2047,4,1/04/2047,all,Central,1.1,100%,0%,0%
Green,Green,2047,2047,5,1/05/2047,all,Central,1.1,100%,0%,0%
Green,Green,2047,2047,6,1/06/2047,all,Central,1.1,100%,0%,0%
Green,Green,2048,2047,7,1/07/2047,all,Central,1.1,100%,0%,0%
Green,Green,2048,2047,8,1/08/2047,all,Central,1.1,100%,0%,0%
Green,Green,2048,2047,9,1/09/2047,all,Central,1.1,100%,0%,0%
Green,Green,2048,2047,10,1/10/2047,all,Central,1.1,100%,0%,0%
Green,Green,2048,2047,11,1/11/2047,all,Central,1.1,100%,0%,0%
Green,Green,2048,2047,12,1/12/2047,all,Central,1.1,100%,0%,0%
Green,Green,2048,2048,1,1/01/2048,all,Central,1.1,100%,0%,0%
Green,Green,2048,2048,2,1/02/2048,all,Central,1.1,100%,0%,0%
Green,Green,2048,2048,3,1/03/2048,all,Central,1.1,100%,0%,0%
Green,Green,2048,2048,4,1/04/2048,all,Central,1.1,100%,0%,0%
Green,Green,2048,2048,5,1/05/2048,all,Central,1.1,100%,0%,0%
Green,Green,2048,2048,6,1/06/2048,all,Central,1.1,100%,0%,0%
Green,Green,2049,2048,7,1/07/2048,all,Central,1.1,100%,0%,0%
Green,Green,2049,2048,8,1/08/2048,all,Central,1.1,100%,0%,0%
Green,Green,2049,2048,9,1/09/2048,all,Central,1.1,100%,0%,0%
Green,Green,2049,2048,10,1/10/2048,all,Central,1.1,100%,0%,0%
Green,Green,2049,2048,11,1/11/2048,all,Central,1.1,100%,0%,0%
Green,Green,2049,2048,12,1/12/2048,all,Central,1.1,100%,0%,0%
Green,Green,2049,2049,1,1/01/2049,all,Central,1.1,100%,0%,0%
Green,Green,2049,2049,2,1/02/2049,all,Central,1.1,100%,0%,0%
Green,Green,2049,2049,3,1/03/2049,all,Central,1.1,100%,0%,0%
Green,Green,2049,2049,4,1/04/2049,all,Central,1.1,100%,0%,0%
Green,Green,2049,2049,5,1/05/2049,all,Central,1.1,100%,0%,0%
Green,Green,2049,2049,6,1/06/2049,all,Central,1.1,100%,0%,0%
Green,Green,2050,2049,7,1/07/2049,all,Central,1.1,100%,0%,0%
Green,Green,2050,2049,8,1/08/2049,all,Central,1.1,100%,0%,0%
Green,Green,2050,2049,9,1/09/2049,all,Central,1.1,100%,0%,0%
Green,Green,2050,2049,10,1/10/2049,all,Central,1.1,100%,0%,0%
Green,Green,2050,2049,11,1/11/2049,all,Central,1.1,100%,0%,0%
Green,Green,2050,2049,12,1/12/2049,all,Central,1.1,100%,0%,0%
Green,Green,2050,2050,1,1/01/2050,all,Central,1.1,100%,0%,0%
Green,Green,2050,2050,2,1/02/2050,all,Central,1.1,100%,0%,0%
Green,Green,2050,2050,3,1/03/2050,all,Central,1.1,100%,0%,0%
Green,Green,2050,2050,4,1/04/2050,all,Central,1.1,100%,0%,0%
Green,Green,2050,2050,5,1/05/2050,all,Central,1.1,100%,0%,0%
Green,Green,2050,2050,6,1/06/2050,all,Central,1.1,100%,0%,0%
Green,Green,2051,2050,7,1/07/2050,all,Central,1.1,100%,0%,0%
Green,Green,2051,2050,8,1/08/2050,all,Central,1.1,100%,0%,0%
Green,Green,2051,2050,9,1/09/2050,all,Central,1.1,100%,0%,0%
Green,Green,2051,2050,10,1/10/2050,all,Central,1.1,100%,0%,0%
Green,Green,2051,2050,11,1/11/2050,all,Central,1.1,100%,0%,0%
Green,Green,2051,2050,12,1/12/2050,all,Central,1.1,100%,0%,0%
Green,Green,2051,2051,1,1/01/2051,all,Central,1.1,100%,0%,0%
Green,Green,2051,2051,2,1/02/2051,all,Central,1.1,100%,0%,0%
Green,Green,2051,2051,3,1/03/2051,all,Central,1.1,100%,0%,0%
Green,Green,2051,2051,4,1/04/2051,all,Central,1.1,100%,0%,0%
Green,Green,2051,2051,5,1/05/2051,all,Central,1.1,100%,0%,0%
Green,Green,2051,2051,6,1/06/2051,all,Central,1.1,100%,0%,0%
Green,Green,2052,2051,7,1/07/2051,all,Central,1.1,100%,0%,0%
Green,Green,2052,2051,8,1/08/2051,all,Central,1.1,100%,0%,0%
Green,Green,2052,2051,9,1/09/2051,all,Central,1.1,100%,0%,0%
Green,Green,2052,2051,10,1/10/2051,all,Central,1.1,100%,0%,0%
Green,Green,2052,2051,11,1/11/2051,all,Central,1.1,100%,0%,0%
Green,Green,2052,2051,12,1/12/2051,all,Central,1.1,100%,0%,0%
Green,Green,2052,2052,1,1/01/2052,all,Central,1.1,100%,0%,0%
Green,Green,2052,2052,2,1/02/2052,all,Central,1.1,100%,0%,0%
Green,Green,2052,2052,3,1/03/2052,all,Central,1.1,100%,0%,0%
Green,Green,2052,2052,4,1/04/2052,all,Central,1.1,100%,0%,0%
Green,Green,2052,2052,5,1/05/2052,all,Central,1.1,100%,0%,0%
Green,Green,2052,2052,6,1/06/2052,all,Central,1.1,100%,0%,0%
Green,Green,2053,2052,7,1/07/2052,all,Central,1.1,100%,0%,0%
Green,Green,2053,2052,8,1/08/2052,all,Central,1.1,100%,0%,0%
Green,Green,2053,2052,9,1/09/2052,all,Central,1.1,100%,0%,0%
Green,Green,2053,2052,10,1/10/2052,all,Central,1.1,100%,0%,0%
Green,Green,2053,2052,11,1/11/2052,all,Central,1.1,100%,0%,0%
Green,Green,2053,2052,12,1/12/2052,all,Central,1.1,100%,0%,0%
Green,Green,2053,2053,1,1/01/2053,all,Central,1.1,100%,0%,0%
Green,Green,2053,2053,2,1/02/2053,all,Central,1.1,100%,0%,0%
Green,Green,2053,2053,3,1/03/2053,all,Central,1.1,100%,0%,0%
Green,Green,2053,2053,4,1/04/2053,all,Central,1.1,100%,0%,0%
Green,Green,2053,2053,5,1/05/2053,all,Central,1.1,100%,0%,0%
Green,Green,2053,2053,6,1/06/2053,all,Central,1.1,100%,0%,0%
Green,Green,2054,2053,7,1/07/2053,all,Central,1.1,100%,0%,0%
Green,Green,2054,2053,8,1/08/2053,all,Central,1.1,100%,0%,0%
Green,Green,2054,2053,9,1/09/2053,all,Central,1.1,100%,0%,0%
Green,Green,2054,2053,10,1/10/2053,all,Central,1.1,100%,0%,0%
Green,Green,2054,2053,11,1/11/2053,all,Central,1.1,100%,0%,0%
Green,Green,2054,2053,12,1/12/2053,all,Central,1.1,100%,0%,0%
Green,Green,2054,2054,1,1/01/2054,all,Central,1.1,100%,0%,0%
Green,Green,2054,2054,2,1/02/2054,all,Central,1.1,100%,0%,0%
Green,Green,2054,2054,3,1/03/2054,all,Central,1.1,100%,0%,0%
Green,Green,2054,2054,4,1/04/2054,all,Central,1.1,100%,0%,0%
Green,Green,2054,2054,5,1/05/2054,all,Central,1.1,100%,0%,0%
Green,Green,2054,2054,6,1/06/2054,all,Central,1.1,100%,0%,0%
Green,Green,2055,2054,7,1/07/2054,all,Central,1.1,100%,0%,0%
Green,Green,2055,2054,8,1/08/2054,all,Central,1.1,100%,0%,0%
Green,Green,2055,2054,9,1/09/2054,all,Central,1.1,100%,0%,0%
Green,Green,2055,2054,10,1/10/2054,all,Central,1.1,100%,0%,0%
Green,Green,2055,2054,11,1/11/2054,all,Central,1.1,100%,0%,0%
Green,Green,2055,2054,12,1/12/2054,all,Central,1.1,100%,0%,0%
Green,Green,2055,2055,1,1/01/2055,all,Central,1.1,100%,0%,0%
Green,Green,2055,2055,2,1/02/2055,all,Central,1.1,100%,0%,0%
Green,Green,2055,2055,3,1/03/2055,all,Central,1.1,100%,0%,0%
Green,Green,2055,2055,4,1/04/2055,all,Central,1.1,100%,0%,0%
Green,Green,2055,2055,5,1/05/2055,all,Central,1.1,100%,0%,0%
Green,Green,2055,2055,6,1/06/2055,all,Central,1.1,100%,0%,0%
Green,Green,2056,2055,7,1/07/2055,all,Central,1.1,100%,0%,0%
Green,Green,2056,2055,8,1/08/2055,all,Central,1.1,100%,0%,0%
Green,Green,2056,2055,9,1/09/2055,all,Central,1.1,100%,0%,0%
Green,Green,2056,2055,10,1/10/2055,all,Central,1.1,100%,0%,0%
Green,Green,2056,2055,11,1/11/2055,all,Central,1.1,100%,0%,0%
Green,Green,2056,2055,12,1/12/2055,all,Central,1.1,100%,0%,0%
Green,Green,2056,2056,1,1/01/2056,all,Central,1.1,100%,0%,0%
Green,Green,2056,2056,2,1/02/2056,all,Central,1.1,100%,0%,0%
Green,Green,2056,2056,3,1/03/2056,all,Central,1.1,100%,0%,0%
Green,Green,2056,2056,4,1/04/2056,all,Central,1.1,100%,0%,0%
Green,Green,2056,2056,5,1/05/2056,all,Central,1.1,100%,0%,0%
Green,Green,2056,2056,6,1/06/2056,all,Central,1.1,100%,0%,0%
Green,Green,2057,2056,7,1/07/2056,all,Central,1.1,100%,0%,0%
Green,Green,2057,2056,8,1/08/2056,all,Central,1.1,100%,0%,0%
Green,Green,2057,2056,9,1/09/2056,all,Central,1.1,100%,0%,0%
Green,Green,2057,2056,10,1/10/2056,all,Central,1.1,100%,0%,0%
Green,Green,2057,2056,11,1/11/2056,all,Central,1.1,100%,0%,0%
Green,Green,2057,2056,12,1/12/2056,all,Central,1.1,100%,0%,0%
Green,Green,2057,2057,1,1/01/2057,all,Central,1.1,100%,0%,0%
Green,Green,2057,2057,2,1/02/2057,all,Central,1.1,100%,0%,0%
Green,Green,2057,2057,3,1/03/2057,all,Central,1.1,100%,0%,0%
Green,Green,2057,2057,4,1/04/2057,all,Central,1.1,100%,0%,0%
Green,Green,2057,2057,5,1/05/2057,all,Central,1.1,100%,0%,0%
Green,Green,2057,2057,6,1/06/2057,all,Central,1.1,100%,0%,0%
Green,Green,2058,2057,7,1/07/2057,all,Central,1.1,100%,0%,0%
Green,Green,2058,2057,8,1/08/2057,all,Central,1.1,100%,0%,0%
Green,Green,2058,2057,9,1/09/2057,all,Central,1.1,100%,0%,0%
Green,Green,2058,2057,10,1/10/2057,all,Central,1.1,100%,0%,0%
Green,Green,2058,2057,11,1/11/2057,all,Central,1.1,100%,0%,0%
Green,Green,2058,2057,12,1/12/2057,all,Central,1.1,100%,0%,0%
Green,Green,2058,2058,1,1/01/2058,all,Central,1.1,100%,0%,0%
Green,Green,2058,2058,2,1/02/2058,all,Central,1.1,100%,0%,0%
Green,Green,2058,2058,3,1/03/2058,all,Central,1.1,100%,0%,0%
Green,Green,2058,2058,4,1/04/2058,all,Central,1.1,100%,0%,0%
Green,Green,2058,2058,5,1/05/2058,all,Central,1.1,100%,0%,0%
Green,Green,2058,2058,6,1/06/2058,all,Central,1.1,100%,0%,0%
Green,Green,2059,2058,7,1/07/2058,all,Central,1.1,100%,0%,0%
Green,Green,2059,2058,8,1/08/2058,all,Central,1.1,100%,0%,0%
Green,Green,2059,2058,9,1/09/2058,all,Central,1.1,100%,0%,0%
Green,Green,2059,2058,10,1/10/2058,all,Central,1.1,100%,0%,0%
Green,Green,2059,2058,11,1/11/2058,all,Central,1.1,100%,0%,0%
Green,Green,2059,2058,12,1/12/2058,all,Central,1.1,100%,0%,0%
Green,Green,2059,2059,1,1/01/2059,all,Central,1.1,100%,0%,0%
Green,Green,2059,2059,2,1/02/2059,all,Central,1.1,100%,0%,0%
Green,Green,2059,2059,3,1/03/2059,all,Central,1.1,100%,0%,0%
Green,Green,2059,2059,4,1/04/2059,all,Central,1.1,100%,0%,0%
Green,Green,2059,2059,5,1/05/2059,all,Central,1.1,100%,0%,0%
Green,Green,2059,2059,6,1/06/2059,all,Central,1.1,100%,0%,0%
Green,Green,2060,2059,7,1/07/2059,all,Central,1.1,100%,0%,0%
Green,Green,2060,2059,8,1/08/2059,all,Central,1.1,100%,0%,0%
Green,Green,2060,2059,9,1/09/2059,all,Central,1.1,100%,0%,0%
Green,Green,2060,2059,10,1/10/2059,all,Central,1.1,100%,0%,0%
Green,Green,2060,2059,11,1/11/2059,all,Central,1.1,100%,0%,0%
Green,Green,2060,2059,12,1/12/2059,all,Central,1.1,100%,0%,0%
Green,Green,2060,2060,1,1/01/2060,all,Central,1.1,100%,0%,0%
Green,Green,2060,2060,2,1/02/2060,all,Central,1.1,100%,0%,0%
Green,Green,2060,2060,3,1/03/2060,all,Central,1.1,100%,0%,0%
Green,Green,2060,2060,4,1/04/2060,all,Central,1.1,100%,0%,0%
Green,Green,2060,2060,5,1/05/2060,all,Central,1.1,100%,0%,0%
Green,Green,2060,2060,6,1/06/2060,all,Central,1.1,100%,0%,0%
